severity,code,archive,task_path,canonical_task_id,label,frame,details
info,missing_event_tags,defibliration2.zip,task_6,P28_T,,,shock_delivered_on_screen
info,missing_event_tags,defibliration2.zip,task_5,P29_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,defibliration2.zip,task_3,P29_T,,,shock_delivered_on_screen
info,missing_event_tags,defibliration2.zip,task_2,P30_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,defibliration2.zip,task_1,P30_LS,,,"first_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,defibliration2.zip,task_0,P30_T,,,shock_delivered_on_screen
info,missing_event_tags,kartheepan/P31_LL.zip,.,P31_LL,,,"Gel applied, second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,kartheepan/P31_LS.zip,.,P31_LS,,,both_paddle_buttons_pressed
info,missing_event_tags,kartheepan/P31_T.zip,.,P31_T,,,"Gel applied, shock_delivered_on_screen"
info,missing_event_tags,kartheepan/P32_LL.zip,.,P32_LL,,,"second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,kartheepan/P32_T.zip,.,P32_T,,,shock_delivered_on_screen
info,missing_event_tags,kartheepan/P33_LL.zip,.,P33_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,kartheepan/P33_LS.zip,.,P33_LS,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,kartheepan/P33_T.zip,.,P33_T,,,shock_delivered_on_screen
info,missing_event_tags,Kishonithan 37 to 41.zip,task_0,P37_LL,,,shock_delivered_on_screen
info,missing_event_tags,Kishonithan 37 to 41.zip,task_1,P37_LS,,,Gel applied
info,missing_event_tags,Kishonithan 37 to 41.zip,task_2,P37_T,,,"Gel applied, shock_delivered_on_screen"
info,missing_event_tags,Kishonithan 37 to 41.zip,task_3,P38_LL,,,"paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Kishonithan 37 to 41.zip,task_5,P38_T,,,shock_delivered_on_screen
info,missing_event_tags,Kishonithan 37 to 41.zip,task_6,P39_LL,,,"second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Kishonithan 37 to 41.zip,task_8,P39_T,,,shock_delivered_on_screen
info,missing_event_tags,Kishonithan 37 to 41.zip,task_9,P40_LL,,,"paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Kishonithan 37 to 41.zip,task_11,P40_T,,,shock_delivered_on_screen
info,missing_event_tags,Kishonithan 37 to 41.zip,task_12,P41_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Kishonithan 37 to 41.zip,task_14,P41_T,,,shock_delivered_on_screen
info,missing_event_tags,Rashad.zip,task_0,P42_LL,,,"Gel applied, first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_1,P42_LS,,,"Gel applied, first_paddle_taken, second_paddle_taken, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_2,P42_T,,,"Gel applied, first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_3,P43_LL,,,"first_paddle_taken, second_paddle_taken, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_4,P43_LS,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_5,P43_T,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_6,P44_LL,,,"first_paddle_taken, second_paddle_taken, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_7,P44_LS,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_8,P44_T,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_9,P45_LL,,,"first_paddle_taken, second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_10,P45_LS,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_11,P45_T,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_12,P46_LL,,,"first_paddle_taken, second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen, paddles_removed_after_shock"
info,missing_event_tags,Rashad.zip,task_13,P46_LS,,,"first_paddle_taken, second_paddle_taken, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Rashad.zip,task_14,P46_T,,,"first_paddle_taken, second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Sharmilan.zip,task_0,P47_LL,,,"second_paddle_taken, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Sharmilan.zip,task_1,P47_LS,,,"second_paddle_taken, both_paddle_buttons_pressed"
info,missing_event_tags,Sharmilan.zip,task_2,P47_T,,,"second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,Sharmilan.zip,task_3,P48_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Sharmilan.zip,task_4,P48_LS,,,both_paddle_buttons_pressed
info,missing_event_tags,Sharmilan.zip,task_5,P48_T,,,shock_delivered_on_screen
info,missing_event_tags,Sharmilan.zip,task_6,P49_LL,,,shock_delivered_on_screen
info,missing_event_tags,Sharmilan.zip,task_7,P49_LS,,,both_paddle_buttons_pressed
info,missing_event_tags,Sharmilan.zip,task_8,P49_T,,,shock_delivered_on_screen
info,missing_event_tags,Sharmilan.zip,task_9,P50_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Sharmilan.zip,task_10,P50_LS,,,shock_delivered_on_screen
info,missing_event_tags,Sharmilan.zip,task_11,P50_T,,,shock_delivered_on_screen
info,missing_event_tags,Sharmilan.zip,task_12,P51_LL,,,"both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,Sharmilan.zip,task_14,P51_T,,,shock_delivered_on_screen
info,missing_event_tags,sujeevan.zip,task_0,P52_LL,,,"shock_delivered_on_screen, paddles_removed_after_shock"
info,missing_event_tags,sujeevan.zip,task_2,P52_T,,,shock_delivered_on_screen
info,missing_event_tags,sujeevan.zip,task_3,P53_LL,,,"second_paddle_taken, shock_delivered_on_screen"
info,missing_event_tags,sujeevan.zip,task_5,P53_T,,,"Gel applied, shock_delivered_on_screen"
info,missing_event_tags,sujeevan.zip,task_6,P54_LL,,,"second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen, paddles_removed_after_shock"
info,missing_event_tags,sujeevan.zip,task_7,P54_LS,,,"first_paddle_taken, second_paddle_taken"
info,missing_event_tags,sujeevan.zip,task_8,P54_T,,,"Gel applied, shock_delivered_on_screen"
info,missing_event_tags,sujeevan.zip,task_9,P55_LL,,,shock_delivered_on_screen
info,missing_event_tags,sujeevan.zip,task_11,P55_T,,,"Gel applied, shock_delivered_on_screen"
info,missing_event_tags,sujeevan.zip,task_12,P56_LL,,,"second_paddle_taken, paddles_firmly_on_chest, both_paddle_buttons_pressed, shock_delivered_on_screen"
info,missing_event_tags,sujeevan.zip,task_14,P56_T,,,"Gel applied, shock_delivered_on_screen"
info,missing_expected_participant,,,P02,,,No task backup found for this participant.
info,missing_expected_participant,,,P08,,,No task backup found for this participant.
info,missing_expected_participant,,,P09,,,No task backup found for this participant.
info,missing_expected_participant,,,P10,,,No task backup found for this participant.
info,missing_expected_participant,,,P11,,,No task backup found for this participant.
info,missing_expected_participant,,,P34,,,No task backup found for this participant.
info,missing_expected_participant,,,P35,,,No task backup found for this participant.
info,missing_expected_participant,,,P36,,,No task backup found for this participant.
info,missing_expected_participant,,,P57,,,No task backup found for this participant.
info,missing_track_labels,kartheepan/P01_LL.zip,.,P01_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P03_LL.zip,.,P03_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P04_LL.zip,.,P04_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P05_LL.zip,.,P05_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P06_LL.zip,.,P06_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P06_LS.zip,.,P06_LS,,,shock_symbol
info,missing_track_labels,kartheepan/P06_T.zip,.,P06_T,,,shock_symbol
info,missing_track_labels,kartheepan/P07_LL.zip,.,P07_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P12_LL.zip,.,P12_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P13_LL.zip,.,P13_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P14_LL.zip,.,P14_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P15_LL.zip,.,P15_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_44,P16_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_42,P16_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_41,P17_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_39,P17_T,,,"defibrillator_screen, learner_hand, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_38,P18_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_36,P18_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_35,P19_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_34,P19_LS,,,"learner_hand, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_33,P19_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_32,P20_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_30,P20_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_29,P21_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_28,P21_LS,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_27,P21_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_26,P22_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_24,P22_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_23,P23_LL,,,"paddle_sternal, defibrillator_screen, apical_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_21,P23_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_20,P24_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_18,P24_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_17,P25_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_16,P25_LS,,,"paddle_sternal, paddle_apical, learner_hand"
info,missing_track_labels,defibliration2.zip,task_15,P25_T,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_14,P26_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_13,P26_LS,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_12,P26_T,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_11,P27_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_9,P27_T,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_8,P28_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_6,P28_T,,,"learner_hand, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_5,P29_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_3,P29_T,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_2,P30_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,defibliration2.zip,task_1,P30_LS,,,shock_symbol
info,missing_track_labels,defibliration2.zip,task_0,P30_T,,,"paddle_sternal, shock_symbol"
info,missing_track_labels,kartheepan/P31_LL.zip,.,P31_LL,,,"paddle_sternal, defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P31_T.zip,.,P31_T,,,shock_symbol
info,missing_track_labels,kartheepan/P32_LL.zip,.,P32_LL,,,"paddle_sternal, defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P32_T.zip,.,P32_T,,,shock_symbol
info,missing_track_labels,kartheepan/P33_LL.zip,.,P33_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,kartheepan/P33_LS.zip,.,P33_LS,,,shock_symbol
info,missing_track_labels,kartheepan/P33_T.zip,.,P33_T,,,shock_symbol
info,missing_track_labels,Kishonithan 37 to 41.zip,task_0,P37_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_2,P37_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_3,P38_LL,,,"defibrillator_screen, sternal_placement_zone, apical_placement_zone, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_5,P38_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_6,P39_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_8,P39_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_9,P40_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_11,P40_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_12,P41_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Kishonithan 37 to 41.zip,task_13,P41_LS,,,sternal_placement_zone
info,missing_track_labels,Kishonithan 37 to 41.zip,task_14,P41_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Rashad.zip,task_0,P42_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_1,P42_LS,,,"paddle_sternal, apical_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_2,P42_T,,,"defibrillator_screen, learner_hand, apical_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_3,P43_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_4,P43_LS,,,shock_symbol
info,missing_track_labels,Rashad.zip,task_5,P43_T,,,"defibrillator_screen, apical_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_6,P44_LL,,,"sternal_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_7,P44_LS,,,shock_symbol
info,missing_track_labels,Rashad.zip,task_8,P44_T,,,"defibrillator_screen, apical_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_9,P45_LL,,,"sternal_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_10,P45_LS,,,shock_symbol
info,missing_track_labels,Rashad.zip,task_11,P45_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Rashad.zip,task_12,P46_LL,,,"sternal_placement_zone, shock_symbol"
info,missing_track_labels,Rashad.zip,task_14,P46_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_0,P47_LL,,,"paddle_apical, defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_2,P47_T,,,"defibrillator_screen, sternal_placement_zone, apical_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_3,P48_LL,,,"paddle_sternal, defibrillator_screen, sternal_placement_zone, apical_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_4,P48_LS,,,apical_placement_zone
info,missing_track_labels,Sharmilan.zip,task_5,P48_T,,,"defibrillator_screen, sternal_placement_zone, apical_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_6,P49_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_7,P49_LS,,,sternal_placement_zone
info,missing_track_labels,Sharmilan.zip,task_8,P49_T,,,"defibrillator_screen, apical_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_9,P50_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_11,P50_T,,,"defibrillator_screen, sternal_placement_zone, apical_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_12,P51_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,Sharmilan.zip,task_14,P51_T,,,"defibrillator_screen, apical_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_0,P52_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_2,P52_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_3,P53_LL,,,"defibrillator_screen, sternal_placement_zone, apical_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_5,P53_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_6,P54_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_8,P54_T,,,"defibrillator_screen, apical_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_9,P55_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_11,P55_T,,,"defibrillator_screen, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_12,P56_LL,,,"defibrillator_screen, sternal_placement_zone, shock_symbol"
info,missing_track_labels,sujeevan.zip,task_14,P56_T,,,"defibrillator_screen, apical_placement_zone, shock_symbol"
